!MOLECULE
CCH
!MOLECULAR WEIGHT
25
!NUMBER OF ENERGY LEVELS
110
!LEVEL + ENERGIES[cm^-1] + WEIGHT + QNUM
   28   23   19   4.890e-04      523.9709898     25.15
   29   25   21   4.864e-04      524.0324857     25.15
   30   25   21   4.784e-04      524.0330992     25.15
   31   27   23   7.940e-04      611.2649920     29.34
   32   27   23   7.872e-04      611.2654234     29.34
   33   27   25   7.846e-04      611.3272077     29.34
   34   28   25   7.755e-04      611.3276580     29.34
   35   31   27   1.195e-03      698.5415540     33.52
   36   31   27   1.187e-03      698.5418860     33.52
   37   31   27   1.184e-03      698.6038591     33.53
   38   31   28   1.174e-03      698.6042035     33.53
   39   35   31   1.712e-03      785.7975193     37.71
   40   35   31   1.703e-03      785.7977826     37.71
   41   35   31   1.701e-03      785.8598860     37.72
   42   35   31   1.689e-03      785.8601579     37.72
   43   39   35   2.361e-03      873.0303141     41.90
   44   39   35   2.350e-03      873.0305279     41.90
   45   39   35   2.348e-03      873.0927248     41.90
   46   39   35   2.335e-03      873.0929449     41.90
   47   43   39   3.154e-03      960.2373641     46.08
   48   43   39   3.143e-03      960.2375412     46.08
   49   43   39   3.140e-03      960.2998075     46.09
   50   43   39   3.127e-03      960.2999893     46.09
   51   47   43   4.109e-03     1047.4160952     50.27
   52   47   43   4.096e-03     1047.4162443     50.27
   53   47   43   4.094e-03     1047.4785635     50.27
   54   47   43   4.078e-03     1047.4787161     50.27
   55   51   47   5.238e-03     1134.5639331     54.45
   56   51   47   5.224e-03     1134.5640603     54.45
   57   51   47   5.222e-03     1134.6264208     54.45
   58   51   47   5.206e-03     1134.6265508     54.45
   59   55   51   6.558e-03     1221.6783035     58.63
   60   55   51   6.542e-03     1221.6784133     58.63
   61   55   51   6.541e-03     1221.7408065     58.63
   62   55   51   6.523e-03     1221.7409186     58.63
   63   59   55   8.080e-03     1308.7566321     62.81
   64   59   55   8.064e-03     1308.7567278     62.81
   65   59   55   8.062e-03     1308.8191475     62.81
   66   59   55   8.043e-03     1308.8192450     62.81
   67   63   59   9.821e-03     1395.7963444     66.99
   68   63   59   9.804e-03     1395.7964286     66.99
   69   63   59   9.802e-03     1395.8588699     66.99
   70   63   59   9.783e-03     1395.8589557     66.99
   71   67   63   1.180e-02     1482.7948661     71.16
   72   67   63   1.178e-02     1482.7949407     71.16
   73   67   63   1.178e-02     1482.8574000     71.17
   74   67   63   1.175e-02     1482.8574760     71.17
   75   71   67   1.402e-02     1569.7496228     75.34
   76   71   67   1.400e-02     1569.7496894     75.34
   77   71   67   1.400e-02     1569.8121638     75.34
   78   71   67   1.397e-02     1569.8122315     75.34
   79   75   71   1.650e-02     1656.6580401     79.51
   80   75   71   1.648e-02     1656.6580999     79.51
   81   75   71   1.648e-02     1656.7205871     79.51
   82   75   71   1.645e-02     1656.7206478     79.51
   83   79   75   1.926e-02     1743.5175437     83.68
   84   79   75   1.924e-02     1743.5175977     83.68
   85   79   75   1.923e-02     1743.5800957     83.68
   86   79   75   1.921e-02     1743.5801505     83.68
   87   83   79   2.231e-02     1830.3255591     87.84
   88   83   79   2.228e-02     1830.3256081     87.84
   89   83   79   2.228e-02     1830.3881155     87.84
   90   83   79   2.226e-02     1830.3881652     87.84
   91   87   83   2.566e-02     1917.0795119     92.01
   92   87   83   2.563e-02     1917.0795566     92.01
   93   87   83   2.563e-02     1917.1420721     92.01
   94   87   83   2.561e-02     1917.1421174     92.01
   95   91   87   2.933e-02     2003.7768277     96.17
   96   91   87   2.930e-02     2003.7768686     96.17
   97   91   87   2.930e-02     2003.8393913     96.17
   98   91   87   2.927e-02     2003.8394327     96.17
   99   95   91   3.333e-02     2090.4149322    100.32
  100   95   91   3.331e-02     2090.4149698    100.32
  101   95   91   3.330e-02     2090.4774987    100.33
  102   95   91   3.328e-02     2090.4775367    100.33
  103   99   95   3.767e-02     2176.9912510    104.48
  104   99   95   3.765e-02     2176.9912856    104.48
  105   99   95   3.765e-02     2177.0538200    104.48
  106   99   95   3.761e-02     2177.0538551    104.48
  107  103   99   4.238e-02     2263.5032095    108.63
  108  103   99   4.235e-02     2263.5032416    108.63
  109  103   99   4.235e-02     2263.5657809    108.63
  110  103   99   4.232e-02     2263.5658132    108.63
  111  107  103   4.746e-02     2349.9482335    112.78
  112  107  103   4.742e-02     2349.9482632    112.78
  113  107  103   4.743e-02     2350.0108069    112.78
  114  107  103   4.739e-02     2350.0108369    112.78
