!MOLECULE
HD2+
!MOLECULAR WEIGHT
5
!NUMBER OF ENERGY LEVELS
183
!LEVEL + ENERGIES[cm^-1] + WEIGHT + QNUM
  140   2949.76689400     25.0     12 4 9
  141   2977.70936300     21.0     10 8 3
  142   2977.71149100     42.0     10 8 2
  143   3095.13278900     50.0     12 4 8
  144   3120.64608300     27.0     13 211
  145   3123.64476800     54.0     13 311
  146   3132.91093700     46.0     11 7 5
  147   3133.18530700     23.0     11 7 4
  148   3140.90782100     25.0     12 5 8
  149   3203.41733000     50.0     12 5 7
  150   3226.66809500     29.0     14 213
  151   3228.04807700     58.0     14 113
  152   3309.74595100     25.0     12 6 7
  153   3322.67205000     50.0     12 6 6
  154   3347.55012700     46.0     11 8 4
  155   3347.55959100     23.0     11 8 3
  156   3358.52036500     54.0     13 410
  157   3362.80739700     27.0     13 310
  158   3530.75573600     58.0     14 212
  159   3533.78757300     27.0     13 4 9
  160   3536.31069800     29.0     14 312
  161   3546.03140300     25.0     12 7 6
  162   3546.69374200     50.0     12 7 5
  163   3571.54108100     54.0     13 5 9
  164   3659.21717000     27.0     13 5 8
  165   3740.40733100     54.0     13 6 8
  166   3750.90546700     25.0     12 8 5
  167   3750.93522500     50.0     12 8 4
  168   3764.30828100     27.0     13 6 7
  169   3789.84255400     29.0     14 411
  170   3801.29428200     58.0     14 311
  171   3990.14161900     54.0     13 7 7
  172   3991.43031400     27.0     13 7 6
  173   3992.21659100     58.0     14 410
  174   4028.81572600     29.0     14 510
  175   4141.31990900     58.0     14 5 9
  176   4185.67655400     54.0     13 8 6
  177   4185.74609500     27.0     13 8 5
  178   4198.64290100     29.0     14 6 9
  179   4236.40537300     58.0     14 6 8
  180   4462.27703100     29.0     14 7 8
  181   4464.35224400     58.0     14 7 7
  182   4649.13540400     29.0     14 8 7
  183   4649.25794000     58.0     14 8 6
!NUMBER OF RADIATIVE TRANSITIONS
162
!TRANS + UP + LOW + EINSTEINA[s^-1] + FREQ[GHz] + E_u[K]
    1    23    21   2.874e-07     305.3450355     14.65
    2    11     9   4.740e-06     538.5840768     25.85
    3    16    14   5.462e-06     635.5889434     30.50
    4     4     2   4.549e-04     691.6604830     33.19
    5     7     5   1.169e-03    1038.7067988     49.85
    6    20    18   7.596e-05    1251.2147555     60.05
    7    14    12   2.634e-03    1341.4530515     64.38
    8     9     7   2.030e-03    1370.0516000     65.75
    9     3     1   2.950e-03    1476.6057080     70.87
   10    21    19   4.064e-03    1550.1735489     74.40
   11     5     3   1.843e-03    1572.8254397     75.48
   12    33    32   1.214e-04    1578.9012187     75.78
   13    12    10   3.221e-03    1654.8887334     79.42
   14    27    25   3.439e-04    1865.5302867     89.53
   15    34    31   7.922e-03    1987.9148243     95.40
   16    34    30   2.624e-04    1989.9925837     95.50
   17    43    41   9.141e-03    2027.0772056     97.28
   18    31    26   7.858e-03    2053.9699893     98.58
   19     8     6   4.038e-03    2065.6640540     99.14
   20    36    34   3.798e-04    2105.7360563    101.06
   21    12     8   1.504e-03    2162.6752364    103.79
   22    25    21   8.012e-03    2177.3539281    104.50
   23    21    17   6.400e-04    2208.3357318    105.98
   24     6     2   9.504e-03    2258.7267718    108.40
   25    56    52   1.349e-02    2368.1588290    113.65
   26    18    14   7.039e-03    2448.6671890    117.52
   27    13    11   7.573e-03    2496.9530352    119.83
   28    19    15   7.806e-03    2497.4721987    119.86
   29    75    69   1.691e-02    2508.1243837    120.37
   30    42    38   9.336e-04    2517.2033772    120.81
   31    10     6   1.306e-02    2573.4505570    123.51
   32    62    56   1.769e-02    2658.3911850    127.58
   33    17    13   9.554e-03    2811.3687597    134.92
   34    41    35   1.604e-02    2827.2425692    135.69
   35    11     5   2.227e-02    2947.3424797    141.45
   36    49    43   2.026e-02    2991.4826748    143.57
   37    24    20   1.558e-02    2994.8218279    143.73
   38    69    65   2.318e-02    3005.7042345    144.25
   39    20    16   1.258e-02    3064.2930011    147.06
   40    53    49   2.347e-03    3242.4900301    155.62
   41    33    27   2.225e-02    3309.7134742    158.84
   42    38    34   2.156e-02    3347.6603423    160.66
   43    26    22   1.580e-02    3428.7703841    164.56
   44    15    11   3.898e-02    3469.0117792    166.49
   45    19    13   1.399e-02    3469.5309426    166.51
   46    43    37   3.223e-03    3493.7173125    167.67
   47    32    25   1.683e-02    3596.3425422    172.60
   48    16    10   4.587e-02    3631.9307282    174.31
   49     8     4   3.954e-02    3632.7303427    174.34
   50    30    24   1.827e-02    3713.8109011    178.23
   51    31    24   7.342e-03    3715.8886605    178.33
   52    37    33   2.808e-02    3728.2163436    178.93
   53    27    23   1.972e-02    3737.5391793    179.37
   54    52    46   3.039e-02    3743.9052910    179.68
   55    42    36   3.135e-02    3759.1276633    180.41
   56    81    75   4.084e-02    3811.3594982    182.92
   57    48    42   3.562e-02    3820.0170305    183.33
   58     9     3   3.952e-02    3981.5838425    191.09
   59    59    53   4.399e-02    4021.5637452    193.00
   60    68    62   4.583e-02    4209.0770563    202.00
   61    22    16   8.128e-02    4292.2631162    206.00
   62    53    47   4.389e-02    4323.4553281    207.49
   63    35    28   2.681e-02    4336.9725995    208.14
   64    72    66   5.510e-02    4345.6211909    208.56
   65    23    15   8.521e-02    4352.9907831    208.91
   66    13     7   5.597e-02    4405.5887162    211.43
   67    36    29   2.926e-02    4477.8509769    214.90
   68    55    49   4.339e-02    4481.9910026    215.10
   69    67    59   5.613e-02    4549.3647040    218.34
   70    54    48   4.647e-02    4597.7763236    220.66
   71    45    38   2.976e-02    4637.1532045    222.55
   72    26    20   5.371e-02    4656.7404991    223.49
   73    65    57   5.074e-02    4662.5954119    223.77
   74    44    37   3.023e-02    4663.9329311    223.83
   75    66    58   6.032e-02    4968.6518759    238.46
   76    20    12   7.916e-02    5041.3349959    241.95
   77    28    23   1.423e-01    5077.8939352    243.70
   78    56    48   1.714e-02    5093.1480404    244.43
   79    29    22   1.442e-01    5098.5402771    244.69
   80    46    39   3.990e-02    5193.6990865    249.26
   81    41    33   3.607e-02    5194.8564505    249.31
   82    47    40   4.114e-02    5250.7750782    252.00
   83    18    10   1.587e-03    5445.0089738    261.32
   84    76    67   6.999e-02    5494.7609124    263.71
   85    14     6   4.853e-02    5569.7923419    267.31
   86    64    55   4.443e-02    5585.0384494    268.04
   87    27    19   1.147e-01    5593.0577637    268.42
   88    35    27   1.269e-01    5677.3273554    272.47
   89    39    29   2.251e-01    5844.3805046    280.49
   90    17     9   1.844e-01    5846.9058718    280.61
   91    40    28   2.260e-01    5851.0346729    280.81
   92    18     8   1.896e-01    5952.7954768    285.69
   93    57    50   5.456e-02    6011.5796891    288.51
   94    58    51   5.512e-02    6033.0924042    289.54
   95    36    26   1.705e-01    6147.6208699    295.04
   96    25    15   3.588e-03    6224.9996756    298.75
   97    52    42   1.118e-01    6545.0062419    314.11
   98    46    36   2.274e-01    6560.2286141    314.84
   99    50    40   3.329e-01    6598.9308360    316.70
  100    51    39   3.333e-01    6601.0081669    316.80
  101    69    59   6.114e-02    6683.0160200    320.73
  102    24    14   2.032e-01    6694.7037724    321.30
  103    47    35   2.530e-01    6764.8371516    324.66
  104    71    61   7.086e-02    6812.0914741    326.93
  105    25    13   2.167e-01    7197.0584196    345.40
  106    60    51   4.683e-01    7343.5283245    352.43
  107    61    50   4.685e-01    7344.1721779    352.46
  108    33    21   2.223e-01    7352.5976890    352.87
  109    57    47   3.521e-01    7359.7354469    353.21
  110    58    46   3.651e-01    7440.4014847    357.08
  111    21    11   5.314e-02    7516.6575267    360.74
  112    65    53   2.466e-01    7698.8755307    369.49
  113    49    35   1.177e-02    7845.8024496    376.54
  114    42    31   2.529e-01    7852.7785439    376.87
  115    30    18   5.145e-01    7959.8474846    382.01
  116    32    17   5.175e-01    7982.0322021    383.08
  117    73    61   6.336e-01    8078.1332410    387.69
  118    74    60   6.337e-01    8078.3937229    387.70
  119    70    58   5.026e-01    8114.8565004    389.45
  120    71    57   5.088e-01    8144.6839629    390.88
  121    17     5   5.721e-03    8255.6642747    396.21
  122    53    41   3.054e-01    8261.0499105    396.47
  123    66    52   3.911e-01    8665.1480696    415.86
  124    34    20   2.285e-01    8698.6253128    417.47
  125    87    74   8.307e-01    8801.9801776    422.43
  126    88    73   8.307e-01    8802.3625239    422.45
  127    82    71   6.821e-01    8845.7382826    424.53
  128    37    25   5.487e-01    8903.4601045    427.30
  129    38    24   5.661e-01    9051.4638272    434.40
  130    79    65   5.168e-01    9141.0446041    438.70
  131    48    34   5.585e-01    9684.8807500    464.80
  132    24    10   2.200e-02    9691.0455572    465.10
  133    31    16   5.712e-02    9775.0034896    469.13
  134    44    32   1.076e+00    9971.0504934    478.54
  135    45    30   1.077e+00    9974.8061306    478.72
  136    49    33   6.010e-01   10213.4163309    490.17
  137    59    43   5.542e-01   10255.5364502    492.19
  138    43    27   2.241e-01   10531.6471302    505.44
  139    72    56   5.651e-01   10642.6104315    510.76
  140    54    38   1.136e+00   10934.9967312    524.80
  141    55    37   1.143e+00   10967.1909899    526.34
  142    33    15   4.307e-02   11400.2434365    547.13
  143    62    42   6.023e-01   11571.5562559    555.35
  144    67    49   1.168e+00   11813.4184794    566.95
  145    63    45   1.900e+00   11887.7479974    570.52
  146    64    44   1.900e+00   11888.2965082    570.55
  147    68    48   1.199e+00   11960.6162817    574.02
  148    41    23   6.406e-02   12242.1091039    587.53
  149    80    62   1.151e+00   12537.0241047    601.68
  150    37    19   2.723e-02   12630.9875814    606.19
  151    56    36   2.180e-01   12672.2927342    608.17
  152    76    55   1.976e+00   12826.1883891    615.56
  153    77    54   1.978e+00   12831.8617738    615.83
  154    81    59   1.227e+00   13002.4999020    624.02
  155    75    53   5.677e-01   13212.7041490    634.11
  156    42    22   6.215e-02   13335.5189173    640.00
  157    84    64   2.993e+00   13701.2540450    657.56
  158    85    63   2.993e+00   13701.3240576    657.56
  159    48    26   7.569e-02   13726.7655637    658.78
  160    91    67   2.045e+00   13744.0913700    659.61
  161    59    35   1.400e-01   15109.8562249    725.16
  162    53    28   7.804e-02   15425.2650792    740.30
