!MOLECULE
CCS
!MOLECULAR WEIGHT
56
!NUMBER OF ENERGY LEVELS
298
!LEVEL + ENERGIES[cm^-1] + WEIGHT + QNUM
  163    647.28620000    109.0     5454        
  164    667.55763345    113.0     5556        
  165    667.99099929    109.0     5554        
  166    671.01605971    111.0     5555        
  167    691.72020000    115.0     5657        
  168    692.14786657    111.0     5655        
  169    695.17600000    113.0     5656        
  170    716.31257038    117.0     5758        
  171    716.73477429    113.0     5756        
  172    719.76586360    115.0     5757        
  173    741.33470000    119.0     5859        
  174    741.75170000    115.0     5857        
  175    744.78560000    117.0     5858        
  176    766.78650000    121.0     5960        
  177    767.19848112    117.0     5958        
  178    770.23510000    119.0     5959        
  179    792.66790000    123.0     6061        
  180    793.07506630    119.0     6059        
  181    796.11430000    121.0     6060        
  182    818.97884918    125.0     6162        
  183    819.38136395    121.0     6160        
  184    822.42311780    123.0     6161        
  185    845.71929749    127.0     6263        
  186    846.11730000    123.0     6261        
  187    849.16150000    125.0     6262        
  188    872.88900000    129.0     6364        
  189    873.28276864    125.0     6362        
  190    876.32930000    127.0     6363        
  191    900.48804689    131.0     6465        
  192    900.87767215    127.0     6463        
  193    903.92645721    129.0     6464        
  194    928.51630000    133.0     6566        
  195    928.90196148    129.0     6564        
  196    931.95290000    131.0     6565        
  197    956.97365598    135.0     6667        
  198    957.35543548    131.0     6665        
  199    960.40852894    133.0     6666        
  200    985.86007896    137.0     6768        
  201    986.23818279    133.0     6766        
  202    989.29330000    135.0     6767        
  203   1015.17540000    139.0     6869        
  204   1015.54990000    135.0     6867        
  205   1018.60700000    137.0     6868        
  206   1044.91950000    141.0     6970        
  207   1045.29060000    137.0     6968        
  208   1048.34960000    139.0     6969        
  209   1075.09240000    143.0     7071        
  210   1075.46018453    139.0     7069        
  211   1078.52103303    141.0     7070        
  212   1105.69395756    145.0     7172        
  213   1106.05856172    141.0     7170        
  214   1109.12117835    143.0     7171        
  215   1136.72410000    147.0     7273        
  216   1137.08560000    143.0     7271        
  217   1140.14995961    145.0     7272        
  218   1168.18267750    149.0     7374        
  219   1168.54120000    145.0     7372        
  220   1171.60723836    147.0     7373        
  221   1200.06960000    151.0     7475        
  222   1200.42526680    147.0     7473        
  223   1203.49290000    149.0     7474        
  224   1232.38480000    153.0     7576        
  225   1232.73767459    149.0     7574        
  226   1235.80689903    151.0     7575        
  227   1265.12816187    155.0     7677        
  228   1265.47835841    151.0     7675        
  229   1268.54910000    153.0     7676        
  230   1298.29960000    157.0     7778        
  231   1298.64718276    153.0     7776        
  232   1301.71940887    155.0     7777        
  233   1331.89897046    159.0     7879        
  234   1332.24407050    155.0     7877        
  235   1335.31774568    157.0     7878        
  236   1365.92620000    161.0     7980        
  237   1366.26890000    157.0     7978        
  238   1369.34396787    159.0     7979        
  239   1400.38115386    163.0     8081        
  240   1400.72150000    159.0     8079        
  241   1403.79790000    161.0     8080        
  242   1435.26370000    165.0     8182        
  243   1435.60180000    161.0     8180        
  244   1438.67953930    163.0     8181        
  245   1470.57380000    167.0     8283        
  246   1470.90971935    163.0     8281        
  247   1473.98872134    165.0     8282        
  248   1506.31130000    169.0     8384        
  249   1506.64519762    165.0     8382        
  250   1509.72535868    167.0     8383        
  251   1542.47609851    171.0     8485        
  252   1542.80790000    167.0     8483        
  253   1545.88931789    169.0     8484        
  254   1579.06807579    173.0     8586        
  255   1579.39790000    169.0     8584        
  256   1582.48050000    171.0     8585        
  257   1616.08713663    175.0     8687        
  258   1616.41502995    171.0     8685        
  259   1619.49877085    173.0     8686        
  260   1653.53310000    177.0     8788        
  261   1653.85920000    173.0     8786        
  262   1656.94404580    175.0     8787        
  263   1691.40590000    179.0     8889        
  264   1691.73020000    175.0     8887        
  265   1694.81620000    177.0     8888        
  266   1729.70540000    181.0     8990        
  267   1730.02798077    177.0     8988        
  268   1733.11500000    179.0     8989        
  269   1768.43148699    183.0     9091        
  270   1768.75240000    179.0     9089        
  271   1771.84040000    181.0     9090        
  272   1807.58404419    185.0     9192        
  273   1807.90330000    181.0     9190        
  274   1810.99232826    183.0     9191        
  275   1847.16297640    187.0     9293        
  276   1847.48061410    183.0     9291        
  277   1850.57060000    185.0     9292        
  278   1887.16800000    189.0     9394        
  279   1887.48420000    185.0     9392        
  280   1890.57511973    187.0     9393        
  281   1927.59916012    191.0     9495        
  282   1927.91389763    187.0     9493        
  283   1931.00580000    189.0     9494        
  284   1968.45630000    193.0     9596        
  285   1968.76959375    189.0     9594        
  286   1971.86239661    191.0     9595        
  287   2009.73920000    195.0     9697        
  288   2010.05115765    191.0     9695        
  289   2013.14480000    193.0     9696        
  290   2051.44780000    197.0     9798        
  291   2051.75848797    193.0     9796        
  292   2054.85294782    195.0     9797        
  293   2093.58196518    199.0     9899        
  294   2093.89130000    195.0     9897        
  295   2096.98670000    197.0     9898        
  296   2136.44964249    197.0     9998        
  297   2139.54586231    199.0     9999        
  298   2179.43336397    199.0     0099        
!NUMBER OF RADIATIVE TRANSITIONS
563
!TRANS + UP + LOW + EINSTEINA[s^-1] + FREQ[GHz] + E_u[K]
    1    8    7   2.998e-10        1.8359332      0.09
    2   10    9   2.500e-09        5.4026180      0.26
    3   13   12   8.996e-09       10.5172174      0.50
    4    2    1   4.442e-08       11.1194464      0.53
    5   16   14   2.199e-08       16.9592887      0.81
    6    3    2   4.327e-07       22.3440330      1.07
    7   18   17   4.292e-08       24.5062843      1.18
    8    9    7   5.109e-07       25.9110179      1.24
    9   10    8   7.526e-07       29.4777027      1.41
   10   21   20   7.230e-08       32.9559709      1.58
   11    4    3   1.600e-06       33.7513737      1.62
   12   12    9   2.189e-06       38.8664232      1.87
   13   24   23   1.100e-07       42.1360955      2.02
   14   13   10   3.175e-06       43.9810270      2.11
   15    5    4   4.037e-06       45.3790330      2.18
   16   14   12   5.676e-06       51.8217041      2.49
   17   27   26   1.555e-07       51.9055483      2.49
   18    6    5   8.290e-06       57.2290732      2.75
   19   16   13   8.076e-06       58.2637753      2.80
   20   30   28   2.080e-07       62.1512465      2.98
   21   17   14   1.161e-05       64.7768191      3.11
   22   11    6   1.495e-05       69.2811150      3.32
   23   18   16   1.618e-05       72.3237890      3.47
   24   33   31   2.667e-07       72.7835431      3.49
   25   20   17   2.063e-05       77.7317110      3.73
   26   15   11   2.463e-05       81.5051700      3.91
   27   36   34   3.309e-07       83.7316219      4.02
   28   21   18   2.816e-05       86.1813910      4.14
   29   23   20   3.337e-05       90.6863810      4.35
   30   19   15   3.797e-05       93.8701070      4.51
   31   39   37   3.997e-07       94.9394807      4.56
   32   24   21   4.465e-05       99.8665210      4.79
   33   26   23   5.048e-05      103.6407590      4.97
   34   22   19   5.560e-05      106.3477260      5.10
   35   42   40   4.725e-07      106.3626554      5.10
   36   27   24   6.626e-05      113.4101860      5.44
   37   28   26   7.259e-05      116.5947790      5.60
   38   45   43   5.490e-07      117.9656402      5.66
   39   25   22   7.817e-05      118.9146420      5.71
   40   30   27   9.361e-05      126.8404890      6.09
   41   31   28   1.003e-04      129.5484543      6.22
   42   48   46   6.283e-07      129.7198916      6.23
   43   29   25   1.063e-04      131.5519738      6.31
   44   33   30   1.273e-04      140.1807509      6.73
   45   51   49   7.103e-07      141.6022974      6.80
   46   34   31   1.344e-04      142.5017030      6.84
   47   32   29   1.407e-04      144.2448364      6.92
   48   36   33   1.680e-04      153.4497818      7.36
   49   54   52   7.948e-07      153.5940050      7.37
   50   37   34   1.753e-04      155.4544957      7.46
   51   35   32   1.820e-04      156.9816654      7.53
   52   13    5   4.550e-07      157.0782792      7.54
   53   16    6   3.682e-07      158.1129814      7.59
   54   10    4   5.524e-07      158.4762893      7.61
   55   18   11   2.999e-07      161.1556562      7.73
   56    8    3   6.025e-07      162.7499603      7.81
   57   57   55   8.811e-07      165.6795233      7.95
   58   21   15   2.479e-07      165.8318589      7.96
   59   39   36   2.163e-04      166.6623544      8.00
   60   40   37   2.238e-04      168.4067906      8.08
   61   38   35   2.308e-04      169.7534611      8.15
   62   24   19   2.084e-07      171.8282681      8.25
   63   60   58   9.693e-07      177.8460315      8.54
   64   27   22   1.782e-07      178.8907327      8.59
   65   42   39   2.729e-04      179.8299654      8.63
   66   43   40   2.804e-04      181.3585465      8.70
   67   41   38   2.877e-04      182.5532198      8.76
   68    7    2   2.988e-06      183.2580601      8.80
   69   30   25   1.547e-07      186.8165644      8.97
   70    9    3   2.990e-06      186.8250450      8.97
   71   63   61   1.059e-06      190.0828450      9.12
   72   12    4   2.996e-06      191.9400945      9.21
   73   45   42   3.382e-04      192.9615313      9.26
   74   46   43   3.459e-04      194.3097217      9.33
   75   44   41   3.535e-04      195.3754685      9.38
   76   33   29   1.361e-07      195.4453415      9.38
   77    8    1   2.445e-06      196.2134398      9.42
   78   14    5   3.009e-06      198.3827659      9.52
   79   66   64   1.150e-06      202.3810004      9.71
   80   36   32   1.213e-07      204.6502869      9.82
   81   17    6   3.030e-06      205.9305117      9.88
   82   48   45   4.130e-04      206.0639731      9.89
   83   49   46   4.209e-04      207.2602749      9.95
   84   47   44   4.287e-04      208.2159062      9.99
   85   39   35   1.092e-07      214.3309760     10.29
   86   20   11   3.060e-06      214.3810986     10.29
   87   10    2   2.587e-06      214.5716961     10.30
   88   69   67   1.242e-06      214.7329295     10.31
   89   51   48   4.980e-04      219.1426807     10.52
   90   52   49   5.059e-04      220.2101645     10.57
   91   50   47   5.139e-04      221.0711302     10.61
   92   23   15   3.098e-06      223.5622735     10.73
   93   42   38   9.916e-08      224.4074802     10.77
   94   72   70   1.335e-06      227.1322041     10.90
   95   54   51   5.937e-04      232.2018880     11.14
   96   55   52   6.018e-04      233.1593510     11.19
   97   26   19   3.143e-06      233.3329265     11.20
   98   53   50   6.100e-04      233.9384580     11.23
   99   45   41   9.079e-08      234.8157917     11.27
  100   13    3   2.771e-06      236.2086856     11.34
  101   75   73   1.430e-06      239.5733323     11.50
  102   28   22   3.195e-06      243.5799751     11.69
  103   57   54   7.009e-04      245.2448650     11.77
  104   48   44   8.369e-08      245.5042963     11.78
  105   58   55   7.089e-04      246.1078040     11.81
  106   56   53   7.173e-04      246.8156310     11.85
  107   78   76   1.525e-06      252.0515964     12.10
  108   31   25   3.254e-06      254.2137722     12.20
  109   51   47   7.762e-08      256.4310708     12.31
  110   60   57   8.199e-04      258.2742870     12.40
  111   61   58   8.281e-04      259.0554250     12.43
  112   59   56   8.367e-04      259.7009550     12.46
  113   16    4   2.910e-06      260.7210872     12.51
  114   81   79   1.621e-06      264.5629229     12.70
  115   34   29   3.318e-06      265.1635014     12.73
  116   54   50   7.234e-08      267.5618128     12.84
  117   63   60   9.517e-04      271.2922400     13.02
  118   64   61   9.599e-04      272.0022610     13.05
  119   62   59   9.687e-04      272.5929670     13.08
  120   37   32   3.387e-06      276.3731607     13.26
  121   84   82   1.717e-06      277.1037767     13.30
  122   57   53   6.776e-08      278.8682519     13.38
  123   66   63   1.097e-03      284.3004220     13.64
  124   67   64   1.105e-03      284.9482100     13.68
  125   65   62   1.114e-03      285.4905060     13.70
  126   18    5   2.983e-06      287.6658693     13.81
  127   40   35   3.459e-06      287.7982859     13.81
  128   87   85   1.814e-06      289.6710760     13.90
  129   60   56   6.372e-08      290.3269242     13.93
  130   69   66   1.256e-03      297.3001374     14.27
  131   70   67   1.264e-03      297.8932458     14.30
  132   68   65   1.273e-03      298.3926004     14.32
  133   43   38   3.536e-06      299.4033713     14.37
  134   63   59   6.013e-08      301.9182231     14.49
  135   90   88   1.912e-06      302.2621218     14.51
  136   72   69   1.429e-03      310.2925204     14.89
  137   73   70   1.437e-03      310.8373295     14.92
  138   46   41   3.616e-06      311.1598732     14.93
  139   71   68   1.447e-03      311.2984028     14.94
  140   66   62   5.693e-08      313.6256585     15.05
  141   93   91   2.011e-06      314.8745406     15.11
  142   21    6   2.996e-06      316.6182094     15.20
  143   49   44   3.697e-06      323.0446796     15.50
  144   75   72   1.618e-03      323.2784577     15.51
  145   76   73   1.626e-03      323.7804179     15.54
  146   74   71   1.635e-03      324.2072421     15.56
  147   69   65   5.405e-08      325.4352757     15.62
  148   96   94   2.109e-06      327.5062362     15.72
  149   52   47   3.781e-06      335.0389380     16.08
  150   78   75   1.822e-03      336.2586821     16.14
  151   79   76   1.831e-03      336.7224696     16.16
  152   77   74   1.840e-03      337.1185381     16.18
  153   72   68   5.146e-08      337.3351957     16.19
  154   99   97   2.208e-06      340.1553508     16.32
  155   55   50   3.868e-06      347.1271570     16.66
  156   24   11   2.961e-06      347.2035796     16.66
  157   81   78   2.044e-03      349.2337960     16.76
  158   75   71   4.911e-08      349.3152506     16.76
  159   82   79   2.051e-03      349.6634430     16.78
  160   80   77   2.061e-03      350.0317962     16.80
  161  102  100   2.308e-06      352.8202312     16.93
  162   58   53   3.956e-06      359.2965159     17.24
  163   78   74   4.696e-08      361.3666906     17.34
  164   84   81   2.281e-03      362.2042968     17.38
  165   85   82   2.290e-03      362.6032967     17.40
  166   83   80   2.299e-03      362.9465921     17.42
  167  105  103   2.407e-06      365.4994014     17.54
  168   61   56   4.045e-06      371.5363303     17.83
  169   81   77   4.500e-08      373.4819485     17.92
  170   87   84   2.537e-03      375.1705959     18.01
  171   88   85   2.545e-03      375.5419891     18.02
  172   86   83   2.555e-03      375.8625590     18.04
  173  108  106   2.508e-06      378.1915389     18.15
  174   27   15   2.892e-06      379.1085758     18.19
  175   64   59   4.137e-06      383.8376364     18.42
  176   84   80   4.320e-08      385.6544491     18.51
  177   90   87   2.811e-03      388.1330350     18.63
  178   91   88   2.819e-03      388.4794790     18.64
  179   89   86   2.829e-03      388.7793778     18.66
  180  111  109   2.608e-06      390.8954552     18.76
  181   67   62   4.229e-06      396.1928664     19.01
  182   87   83   4.153e-08      397.8784529     19.10
  183   93   90   3.104e-03      401.0918977     19.25
  184   94   91   3.112e-03      401.4157247     19.26
  185   92   89   3.123e-03      401.6967689     19.28
  186  114  112   2.709e-06      403.6100786     19.37
  187   70   65   4.322e-06      408.5955920     19.61
  188   90   86   4.000e-08      410.1489288     19.68
  189   30   19   2.802e-06      412.0789638     19.78
  190   96   93   3.417e-03      414.0474203     19.87
  191   97   94   3.425e-03      414.3506848     19.89
  192   95   92   3.435e-03      414.6144861     19.90
  193  117  115   2.810e-06      416.3344400     19.98
  194   73   68   4.416e-06      421.0403211     20.21
  195   93   89   3.857e-08      422.4614488     20.27
  196   99   96   3.749e-03      426.9997994     20.49
  197  100   97   3.758e-03      427.2843178     20.51
  198   98   95   3.768e-03      427.5323108     20.52
  199  120  118   2.911e-06      429.0676604     20.59
  200   76   71   4.511e-06      433.5223362     20.81
  201   96   92   3.724e-08      434.8121002     20.87
  202  102   99   4.104e-03      439.9491982     21.11
  203  103  100   4.112e-03      440.2165823     21.13
  204  101   98   4.121e-03      440.4500479     21.14
  205  123  121   3.012e-06      441.8089403     21.20
  206   33   22   2.700e-06      445.9119725     21.40
  207   79   74   4.607e-06      446.0375637     21.41
  208   99   95   3.601e-08      447.1974134     21.46
  209  105  102   4.478e-03      452.8957525     21.74
  210  106  103   4.487e-03      453.1474368     21.75
  211  104  101   4.497e-03      453.3675220     21.76
  212  126  124   3.114e-06      454.5575507     21.82
  213   82   77   4.703e-06      458.5824686     22.01
  214  102   98   3.485e-08      459.6143008     22.06
  215  108  105   4.876e-03      465.8395743     22.36
  216  109  106   4.883e-03      466.0768398     22.37
  217  107  104   4.894e-03      466.2845749     22.38
  218  129  127   3.215e-06      467.3128251     22.43
  219   85   80   4.800e-06      471.1539690     22.61
  220  105  101   3.376e-08      472.0600054     22.66
  221  111  108   5.295e-03      478.7807561     22.98
  222  112  109   5.304e-03      479.0047499     22.99
  223  110  107   5.314e-03      479.2010626     23.00
  224  132  130   3.318e-06      480.0741523     23.04
  225   36   25   2.593e-06      480.4470972     23.06
  226   88   83   4.898e-06      483.7493660     23.22
  227  108  104   3.275e-08      484.5320577     23.25
  228  114  111   5.739e-03      491.7193733     23.60
  229  115  112   5.747e-03      491.9311255     23.61
  230  113  110   5.758e-03      492.1168533     23.62
  231  135  133   3.419e-06      492.8409709     23.65
  232   91   86   4.996e-06      496.3662860     23.82
  233  111  107   3.178e-08      497.0282389     23.85
  234  117  114   6.206e-03      504.6554869     24.22
  235  118  115   6.214e-03      504.8559252     24.23
  236  116  113   6.225e-03      505.0318260     24.24
  237  138  136   3.521e-06      505.6127637     24.27
  238   94   89   5.095e-06      509.0026329     24.43
  239  114  110   3.088e-08      509.5465497     24.45
  240   39   29   2.485e-06      515.5574778     24.74
  241  120  117   6.698e-03      517.5891456     24.84
  242  121  118   6.707e-03      517.7791076     24.85
  243  119  116   6.718e-03      517.9458690     24.86
  244  141  139   3.623e-06      518.3890535     24.88
  245   97   92   5.193e-06      521.6565487     25.04
  246  117  113   3.003e-08      522.0851833     25.06
  247  123  120   7.215e-03      530.5203875     25.46
  248  124  121   7.223e-03      530.7006311     25.47
  249  122  119   7.235e-03      530.8588783     25.48
  250  144  142   3.726e-06      531.1693982     25.49
  251  100   95   5.294e-06      534.3263805     25.64
  252  120  116   2.922e-08      534.6425028     25.66
  253  126  123   7.759e-03      543.4492415     26.08
  254  127  124   7.765e-03      543.6204543     26.09
  255  125  122   7.778e-03      543.7707568     26.10
  256  147  145   3.828e-06      543.9533884     26.11
  257  103   98   5.393e-06      547.0106520     26.25
  258  123  119   2.846e-08      547.2170212     26.26
  259   42   32   2.380e-06      551.1426067     26.45
  260  129  126   8.328e-03      556.3757286     26.70
  261  130  127   8.336e-03      556.5385357     26.71
  262  128  125   8.347e-03      556.6814135     26.72
  263  150  148   3.931e-06      556.7406433     26.72
  264  106  101   5.493e-06      559.7080409     26.86
  265  126  122   2.773e-08      559.8073844     26.87
  266  132  129   8.923e-03      569.2998629     27.32
  267  133  130   8.932e-03      569.4548339     27.33
  268  153  151   4.033e-06      569.5308084     27.33
  269  131  128   8.944e-03      569.5907627     27.34
  270  129  125   2.704e-08      572.4123562     27.47
  271  109  104   5.594e-06      572.4173587     27.47
  272  135  132   9.547e-03      582.2216525     27.94
  273  156  154   4.136e-06      582.3235531     27.95
  274  136  133   9.556e-03      582.3693074     27.95
  275  134  131   9.568e-03      582.4987231     27.96
  276  132  128   2.638e-08      585.0308056     28.08
  277  112  107   5.694e-06      585.1375336     28.08
  278   45   35   2.278e-06      587.1224726     28.18
  279  159  157   4.239e-06      595.1185679     28.56
  280  138  135   1.020e-02      595.1411002     28.56
  281  139  136   1.021e-02      595.2819146     28.57
  282  137  134   1.022e-02      595.4052176     28.57
  283  135  131   2.576e-08      597.6616955     28.68
  284  115  110   5.794e-06      597.8675965     28.69
  285  162  160   4.341e-06      607.9155632     29.18
  286  141  138   1.088e-02      608.0582043     29.18
  287  142  139   1.089e-02      608.1926142     29.19
  288  140  137   1.090e-02      608.3101726     29.19
  289  138  134   2.516e-08      610.3040726     29.29
  290  118  113   5.896e-06      610.6066684     29.30
  291  165  163   4.444e-06      620.7142673     29.79
  292  144  141   1.159e-02      620.9729590     29.80
  293  145  142   1.160e-02      621.1013647     29.81
  294  143  140   1.161e-02      621.2135177     29.81
  295  141  137   2.459e-08      622.9570594     29.90
  296  121  116   5.996e-06      623.3539499     29.92
  297   48   38   2.181e-06      623.4329846     29.92
  298  168  166   4.546e-06      633.5144243     30.40
  299  147  144   1.233e-02      633.8853549     30.42
  300  148  145   1.234e-02      634.0081246     30.43
  301  146  143   1.235e-02      634.1151852     30.43
  302  144  140   2.404e-08      635.6198457     30.50
  303  124  119   6.098e-06      636.1087120     30.53
  304  171  169   4.650e-06      646.3157935     31.02
  305  150  147   1.311e-02      646.7953795     31.04
  306  151  148   1.311e-02      646.9128524     31.05
  307  149  146   1.313e-02      647.0151099     31.05
  308  147  143   2.353e-08      648.2916829     31.11
  309  127  122   6.200e-06      648.8702880     31.14
  310  174  172   4.752e-06      659.1181478     31.63
  311  153  150   1.391e-02      659.7030175     31.66
  312  154  151   1.392e-02      659.8155066     31.67
  313  152  149   1.393e-02      659.9132289     31.67
  314   51   41   2.089e-06      660.0224455     31.68
  315  130  125   6.302e-06      661.6380669     31.75
  316  177  175   4.855e-06      671.9212723     32.25
  317  156  153   1.475e-02      672.6082512     32.28
  318  157  154   1.475e-02      672.7160458     32.29
  319  155  152   1.477e-02      672.8094811     32.29
  320  133  128   6.404e-06      674.4114873     32.37
  321  180  178   4.958e-06      684.7249638     32.86
  322  159  156   1.561e-02      685.5110606     32.90
  323  160  157   1.562e-02      685.6144285     32.90
  324  158  155   1.563e-02      685.7038072     32.91
  325  136  131   6.505e-06      687.1900319     32.98
  326   54   44   2.002e-06      696.8488492     33.44
  327  183  181   5.061e-06      697.5290293     33.48
  328  162  159   1.651e-02      698.4114239     33.52
  329  163  160   1.652e-02      698.5106133     33.52
  330  161  158   1.653e-02      698.5961494     33.53
  331  139  134   6.607e-06      699.9732235     33.59
  332  186  184   5.164e-06      710.3332858     34.09
  333  165  162   1.745e-02      711.3093173     34.14
  334  166  163   1.746e-02      711.4045587     34.14
  335  164  161   1.747e-02      711.4864516     34.15
  336  142  137   6.709e-06      712.7606201     34.21
  337  189  187   5.267e-06      723.1375590     34.71
  338  168  165   1.842e-02      724.2047157     34.76
  339  169  166   1.843e-02      724.2962231     34.76
  340  167  164   1.844e-02      724.3746586     34.76
  341  145  140   6.811e-06      725.5518122     34.82
  342   57   47   1.920e-06      733.8778105     35.22
  343  192  190   5.370e-06      735.9416827     35.32
  344  171  168   1.942e-02      737.0975923     35.38
  345  172  169   1.943e-02      737.1855652     35.38
  346  170  167   1.944e-02      737.2607165     35.38
  347  148  143   6.914e-06      738.3464191     35.44
  348  195  193   5.473e-06      748.7454986     35.93
  349  174  171   2.046e-02      749.9879194     35.99
  350  175  172   2.047e-02      750.0725434     36.00
  351  173  170   2.049e-02      750.1445725     36.00
  352  151  146   7.016e-06      751.1440862     36.05
  353  198  196   5.576e-06      761.5488552     36.55
  354  177  174   2.154e-02      762.8756679     36.61
  355  178  175   2.155e-02      762.9571163     36.62
  356  176  173   2.156e-02      763.0261745     36.62
  357  154  149   7.119e-06      763.9444829     36.66
